sent_rating,processed_text_stem_NoStopwords,data
positivo,qui experimentar alexa vivo experiência casa inteligent incrível deixa dia-dia prático fácil chegar casa musica precisar levantar apagar luz desligar tv dormir ficar dia notícia localizar film seri rapidament tv fire stick consigo ligar amigo possuem alexa própria echo dot,2021-07-05 00:00:00
positivo,adquirir produto pesquisei site comentário fiquei pensativo falavam som tinha delay realizar comando pequeno problema verdade?não encontrei nenhum problema som perfeito grave resposta comando claro rápido,2021-04-30 00:00:00
negativo,gostei qualidad som funcionalidad timer lembret lista compra quantidad skill limitada muita nao funcionam direito tbem nao pra conectar aparelho mesma alexa assistent voz iphon ligacao alexa pessoa tbem tenham dispositivo,2021-07-01 00:00:00
negativo,prática funciona começamo usando portuguê bugou parou entend comando substituía música aleatória título similar comando mudamo inglê passou entend capaz entend pedíamo rara exceçõ mudamo novament portuguê window modificação quebra nela reprodução música caixa som decent,2021-01-12 00:00:00
negativo,produto ótimo foss bug trava comando fica entend comando problema microfon algum problema som processamento desliga tomada reinicia aparelho volta reconhec todoso comando bugar novament,2021-07-24 00:00:00
positivo,mídia carregada alexa amorzinho casa extremament infinitament melhor assistent virtual.(tenho siri infinitament melhor siri)depoi ganhei compramo filha pra sogra,2021-08-12 00:00:00
positivo,assistent virtual facilitado dia dia facilidad agendar lembret incluir iten lista compra enviar mensagen marido trabalho casa dentr funçõ som alto imaginava rs adoro acordar pedir tocar playslit favorita mourn routin,2021-07-24 00:00:00
positivo,opinião echo dot 3º geração reconhecimento voz melhor som agradável 360º).essa echo dot 4ª diversa escuta tendo gritar reconhecimento voz curta distancia echodot 4 funciona deixar algum reconhecimento voz durant noit deitado cama acabar acordando casa acontec echo 3,2021-01-05 00:00:00
negativo,fica surda momento fala grita dela respond percebi echo namorada 1 ano chegou dezembro contanto tenha provedor música toca aceita comando repetir música opção luze funcionar música tocando vária restriçõ boba gosto penso deveria comprado googl recurso,2022-01-07 00:00:00
positivo,qualidad som funçõ útei dia-a-dia comecei explorar funcionalidad automação residenci alexa integr rotina casa açõ despertar ler noticia previsão leitura livro conta kindl incrível tocar musica lembret simpl distração joguinho simplesment papeando descobrindo funçõ engraçada possui,2020-12-17 00:00:00
positivo,prático dia dia casa automatizada facilidad falar diverso recurso mandar mensagen ligar pessoa casa útil falar filho,2022-01-04 00:00:00
negativo,produto interessant deficient limitada comparada googl assistent chega vergonha inteligência artifici convert comando voz comando predefinido melhor funcionalidad alexa pergunt googl qualidad som propósito fio branco caixa som preta cabimento,2021-01-26 00:00:00
positivo,compra interessant fiz pra mim música pergunta alarm lembret comprei sonoff mini automatizei luze eletrodoméstico criei rotina acordar alarm dia liga luz cozinha cafeteira sintoniza rádio costumo escutar manhã dúvida precisa duvidar,2021-08-10 00:00:00
positivo,qualidad som apesar apresentar distorção nítida aumentar volum comprado geração anterior qualidad som aumentar volum inferior apresenta pequeno bug ouvir atend nenhum comando tendo reiniciada voltar comparando versão anterior melhora deixou desejar,2021-02-27 00:00:00
positivo,pesquisando fiquei dúvida comentário diziam alexa dificuldad ouvir pra surpresa escuta comando outro cômodo som 100 aliá som generoso ótima definição alto imaginava volum 100 impossível manter conversa ambient acertiva entend pedido rápida executar acordo noit voz sono peço pra ligar luz encantado recomendo,2021-04-17 00:00:00
positivo,amei alexa agenda compromisso alarm rotina informação clima notícia excelent dispositivo inteligent lâmpada tomada control univers conversa agiliza vida perder celular casa pedir ligar falar possibilidad conversar contato app instalado ótimo investimento precisa ferramenta organização,2021-09-01 00:00:00
positivo,produto maravilhoso coisa imaginei poderia vi probleminha certa dificuldad reconhecimento voz grave surpreend fato interag gent pedir alembra tomar remédio engraçado pronuncia durant informaçõ fala pai tá on kkkkk contar imita coisa beatbox kkkkkk coisa,2021-01-21 00:00:00
negativo,propagando fato vária impossibilidad aplicação associação aparelho requer aquisição aparelho recurso semelhant usufruir recurso música insistindo adquirir pacot amazon ouvir música afin diss propaganda resultado,2021-07-04 00:00:00
positivo,alexa simplesment incrível assistent nela funçõ básica dia dia tbm muita skill adicionada dia jogo vária coisa irmã pequena divert pretendo automaçõ super recomendo tenha dúvida comprar vale pena investimento,2021-04-07 00:00:00
positivo,preço certo comprei prime day desconto ótimo som dela alto claro grave considerávei acredito q seja perfeita vc utilizá-la pra sala algum cômodo acredito vc deva escolh echo 4 ° geração tamanho volum echo dot perd perfeita reconhecimento voz falando entend nome tiver tocando música nenhum problema,2021-06-26 00:00:00
positivo,fácil configurar fácil vinculei conta deezer som ótimo entendeu falei recomendo praticidad gostando usabilidad,2021-08-19 00:00:00
positivo,qualidad som satisfatória uso doméstico equivalent jbl puls geração reconhecimento voz surpreendent 3 metro distância pessoa falando ambient interação fantástica única falha dificuldad executar podcast entend comando longo reproduz episódio antigo atual,2021-03-12 00:00:00
positivo,usando alexa pra ouvir música lembret smart lâmpada comprei reclamar caso parar coisa pra procurar música ajuda aprendo funçõ content som dela reconhecimento voz valeu pena investimento,2021-02-04 00:00:00
positivo,mídia carregada fiquei medo vir surda problema som limpo detalhado anterior pra perceb prestar atenção design dela pra usado decoração,2021-06-29 00:00:00
negativo,sabia utilizar vc assinant caro assinar 8 reai média alexa ano der problema assistência técnica seja comprar opniao extremament negativo,2021-02-01 00:00:00
negativo,produto design legal falha reconhec voz atend chamada som acústica distorc médio alto acima pouco iten conectar casa automatizada precisa iten extra difícil acesso custo enorm echo dot reconhecimento limitado cancelaria compra vou caixinha música gosto devoluçõ,2021-04-17 00:00:00
positivo,produto perfeito sonhei atend espequitativa reconh comando voz perfeitament vi comentário som tava ouvia problema fiz test saiu perfeito problema atualização problema nenhum recomendo som alto 4x4 perfeito,2021-07-07 00:00:00
positivo,excelent surpreendeu qualidad áudio recurso assistent alexa melhor esperava recomendo pra entrar mundo alexa modelo ecoshow pra prefer tela pra gosta som potent eco 4 geração fica critério necessidad pra entrada ecodot 4 geração excelent escolha,2021-01-03 00:00:00
positivo,excelent produto cumpr promet faltam funçõ skills).qualidad som razoável recepção sonora fala bonito decorativo descrição site amazon poderia melhor induziu erro grave acreditava echo dot tinha relógio luminoso enfim satisfeito oportunament irei atualizar compra versõ recent,2021-06-06 00:00:00
positivo,deixo echo dot 4 notebook desliga skill certa configuração certa deixei caixinha som pra assistir vídeo youtub falar alexa bluetooth ai respond pesquisando ai pareia PC via bluetooth som PC começa sair alexa tá pra ajudar escutando ouvir gent realment raro caso volum música escuta chamado aceitável acontec frequência gritar,2021-02-05 00:00:00
positivo,entrega prazo produto esperava qualidad som ok alto consegui conectar bluetooth computador pra foss caixinha som vi muita gent fazendo vi muita gent conseguiu kkk vou pc bluetooth pra poderiam colocar bateria nela né legal c,2021-07-29 00:00:00
positivo,mídia carregada melhor aquisição último anos!o som qualidad volum satisfatórios!reapond comando certa distância consegui personalizar skill vou tentando!a única deixou decepcionado tamanho foto echo dot perfeito!tô satisfeito,2022-02-23 00:00:00
positivo,surda identificação voz 3 geração repond melhor ocorr recepção wi-fi precisei trocar geração essa(4a geração recepção wi-fi 3 geração bolacha recheada perd conexão facilidad perd brigado deixá-la roteador modelo anterior ficava outro cômodo,2021-03-14 00:00:00
positivo,produto alta qualidad fácil reconhecimento voz som potent respond praticament assunto conecta login amazon app amazonmus via celular recomendo,2021-11-02 00:00:00
positivo,tinha echo dot 3geração comprei promoção 4a geração agradam modelo percebo surda anterior luze inferior ficaram prática conseguirem rodar atualização aument sensibilidad escuta ideal,2021-04-08 00:00:00
positivo,reconhecimento voz escuta toca música agitada hora passei volum 7 mim suficient qualidad som travada semana interferência incomoda aliá normal??do,2021-04-09 00:00:00
positivo,cumpr proposto produto conseguir conectar mesma fica melhor facilidad trá acredito avanço vá ficando melhor único ruim produto si entregador jogou caixa portão casa sort sofreu nenhum dano recomendo compra fiquem olho promoçõ,2021-07-08 00:00:00
negativo,proposta conectar aparelho casa inteligent funciona comprei lâmpada pra controlá-la alexa hora uso desconect seja uso procedimento pra conectar acontec tv tbm possui alexa gostaria integra-lã solicito função alexa respond TV nao disponível legal conversar brincar casa inteligent funciona fato,2021-12-30 00:00:00
positivo,utilizo alexa atendeu única entendendo esteja sabendo configurar TV LG consigo ligar TV alexa único comando consigo outro comando desligar mudar canal aumentar diminuir volum resposta TV respondendo verifiqu conexão rede font alimentação verifiquei consegui solucionar problema,2021-11-05 00:00:00
positivo,ótimo produto qualidad som maravilhosa única produto reconhecimento voz pessoa fala atend hora ligar fiz reconhecimento voz serviu reconhec voz,2021-08-12 00:00:00
positivo,fiquei preocupado comprei vi comentário falando escuta banheiro distant echo dot casa consigo falar escutar problema algum casa barulhenta passa onibu unica entenda errado fala enrolado precisa fale clareza elogio,2021-06-27 00:00:00
